"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00152826","4.1","SRS2441832","MGYS00002301","metagenomic",,"SRR5947879",
"MGYA00222775","4.1","SRS2418798","MGYS00003194","metagenomic",,"SRR5918793",
"MGYA00211992","4.1","ERS2653059","MGYS00002961","metagenomic",,"ERR2739335",
"MGYA00245466","4.1","ERS2085176","MGYS00003488","metagenomic",,"ERR2241731",
"MGYA00222397","4.1","SRS2418855","MGYS00003194","metagenomic",,"SRR5918415",
"MGYA00147273","4.1","ERS2178315","MGYS00002199","metagenomic",,"ERR2282016",
"MGYA00199059","4.1","ERS2509218","MGYS00002706","metagenomic",,"ERR2597519",
"MGYA00245753","4.1","ERS2085280","MGYS00003488","metagenomic",,"ERR2245472",
"MGYA00220848","4.1","SRS2417682","MGYS00003194","metagenomic",,"SRR5915857",
"MGYA00157196","4.1","ERS1704315","MGYS00001311","metagenomic",,"ERR1956796",
"MGYA00157205","4.1","ERS1433776","MGYS00001311","metagenomic",,"ERR1719982",
"MGYA00232658","4.1","SRS3195136","MGYS00003194","metagenomic",,"SRR7595028",
"MGYA00153060","4.1","SRS2441877","MGYS00002301","metagenomic",,"SRR5947833",
"MGYA00166538","4.1","ERS2464030","MGYS00002388","metagenomic",,"ERR2560564",
"MGYA00245623","4.1","ERS2085333","MGYS00003488","metagenomic",,"ERR2241888",
"MGYA00222676","4.1","SRS2418810","MGYS00003194","metagenomic",,"SRR5918694",
"MGYA00199101","4.1","ERS2509158","MGYS00002706","metagenomic",,"ERR2597459",
"MGYA00211533","4.1","ERS2653018","MGYS00002961","metagenomic",,"ERR2739233",
"MGYA00245448","4.1","ERS2085158","MGYS00003488","metagenomic",,"ERR2241713",
"MGYA00245389","4.1","ERS2085099","MGYS00003488","metagenomic",,"ERR2241654",
"MGYA00211513","4.1","ERS2652902","MGYS00002961","metagenomic",,"ERR2738579",
"MGYA00211559","4.1","ERS2653046","MGYS00002961","metagenomic",,"ERR2739297",
"MGYA00212005","4.1","ERS2652953","MGYS00002961","metagenomic",,"ERR2738804",
"MGYA00211580","4.1","ERS2652929","MGYS00002961","metagenomic",,"ERR2738676",
"MGYA00211708","4.1","ERS2652925","MGYS00002961","metagenomic",,"ERR2738657",
"MGYA00211987","4.1","ERS2652938","MGYS00002961","metagenomic",,"ERR2738720",
"MGYA00166535","4.1","ERS2464061","MGYS00002388","metagenomic",,"ERR2560659",
"MGYA00211761","4.1","ERS2653040","MGYS00002961","metagenomic",,"ERR2739278",
"MGYA00212239","4.1","ERS2653026","MGYS00002961","metagenomic",,"ERR2739143",
"MGYA00232773","4.1","SRS3195054","MGYS00003194","metagenomic",,"SRR7595143",
"MGYA00211770","4.1","ERS2652907","MGYS00002961","metagenomic",,"ERR2738596",
"MGYA00218221","4.1","ERS2765168","MGYS00003179","metagenomic",,"ERR2815335",
"MGYA00211694","4.1","ERS2653002","MGYS00002961","metagenomic",,"ERR2739039",
"MGYA00152897","4.1","SRS2441856","MGYS00002301","metagenomic",,"SRR5947854",
"MGYA00211720","4.1","ERS2652922","MGYS00002961","metagenomic",,"ERR2738642",
"MGYA00150801","4.1","SRS809645","MGYS00002266","metagenomic",,"SRR1743141",
"MGYA00232996","4.1","SRS3195113","MGYS00003194","metagenomic",,"SRR7595366",
"MGYA00157182","4.1","ERS1704315","MGYS00001311","metagenomic",,"ERR2505745",
"MGYA00211924","4.1","ERS2652988","MGYS00002961","metagenomic",,"ERR2738960",
"MGYA00153168","4.1","SRS190925","MGYS00000296","metagenomic",,"SRR192262",
"MGYA00245521","4.1","ERS2085231","MGYS00003488","metagenomic",,"ERR2241786",
"MGYA00236533","4.1","SRS3194140","MGYS00003194","metagenomic",,"SRR7599279",
"MGYA00211948","4.1","ERS2653045","MGYS00002961","metagenomic",,"ERR2739292",
"MGYA00245566","4.1","ERS2085276","MGYS00003488","metagenomic",,"ERR2241831",
"MGYA00147653","4.1","SRS1466814","MGYS00002210","metagenomic",,"SRR3586060",
"MGYA00220724","4.1","SRS2417705","MGYS00003194","metagenomic",,"SRR5915733",
"MGYA00211759","4.1","ERS2653071","MGYS00002961","metagenomic",,"ERR2739374",
"MGYA00152977","4.1","SRS2472294","MGYS00002301","metagenomic",,"SRR5983467",
"MGYA00218207","4.1","ERS2765143","MGYS00003179","metagenomic",,"ERR2815293",
"MGYA00149021","4.1","SRS1214247","MGYS00002230","metagenomic",,"SRR6364999",
"MGYA00152305","4.1","ERS2327612","MGYS00002299","metagenomic",,"ERR2455475",
"MGYA00222369","4.1","SRS2418240","MGYS00003194","metagenomic",,"SRR5917881",
"MGYA00234591","4.1","SRS3194121","MGYS00003194","metagenomic",,"SRR7597259",
"MGYA00199269","4.1","ERS2509140","MGYS00002706","metagenomic",,"ERR2597441",
"MGYA00234827","4.1","SRS3194162","MGYS00003194","metagenomic",,"SRR7597495",
"MGYA00157154","4.1","ERS1436431","MGYS00001311","metagenomic",,"ERR1725403",
"MGYA00211903","4.1","ERS2653068","MGYS00002961","metagenomic",,"ERR2739368",
"MGYA00211855","4.1","ERS2652981","MGYS00002961","metagenomic",,"ERR2738926",
"MGYA00153069","4.1","SRS2472299","MGYS00002301","metagenomic",,"SRR5983462",
"MGYA00219687","4.1","SRS2406767","MGYS00003194","metagenomic",,"SRR5895983",
"MGYA00211961","4.1","ERS2653083","MGYS00002961","metagenomic",,"ERR2739181",
"MGYA00245483","4.1","ERS2085193","MGYS00003488","metagenomic",,"ERR2241748",
"MGYA00212178","4.1","ERS2652933","MGYS00002961","metagenomic",,"ERR2738693",
"MGYA00152961","4.1","SRS2441894","MGYS00002301","metagenomic",,"SRR5947816",
"MGYA00212212","4.1","ERS2653006","MGYS00002961","metagenomic",,"ERR2739066",
"MGYA00236328","4.1","SRS3194102","MGYS00003194","metagenomic",,"SRR7599074",
"MGYA00152853","4.1","SRS2441873","MGYS00002301","metagenomic",,"SRR5947837",
"MGYA00152055","4.1","ERS2176291","MGYS00002286","metagenomic",,"ERR2281809",
"MGYA00218234","4.1","ERS2765153","MGYS00003179","metagenomic",,"ERR2815303",
"MGYA00166566","4.1","ERS2464071","MGYS00002388","metagenomic",,"ERR2560688",
"MGYA00223102","4.1","SRS2422985","MGYS00003194","metagenomic",,"SRR5924682",
"MGYA00211867","4.1","ERS2652986","MGYS00002961","metagenomic",,"ERR2738949",
"MGYA00212193","4.1","ERS2652920","MGYS00002961","metagenomic",,"ERR2738636",
"MGYA00245462","4.1","ERS2085172","MGYS00003488","metagenomic",,"ERR2241727",
"MGYA00222361","4.1","SRS2418211","MGYS00003194","metagenomic",,"SRR5917873",
"MGYA00212196","4.1","ERS2652950","MGYS00002961","metagenomic",,"ERR2738789",
"MGYA00211735","4.1","ERS2653086","MGYS00002961","metagenomic",,"ERR2739190",
"MGYA00211806","4.1","ERS2652919","MGYS00002961","metagenomic",,"ERR2738633",
"MGYA00245439","4.1","ERS2085149","MGYS00003488","metagenomic",,"ERR2241704",
"MGYA00211746","4.1","ERS2652946","MGYS00002961","metagenomic",,"ERR2738765",
"MGYA00245511","4.1","ERS2085221","MGYS00003488","metagenomic",,"ERR2241776",
"MGYA00211941","4.1","ERS2653080","MGYS00002961","metagenomic",,"ERR2739172",
"MGYA00245551","4.1","ERS2085261","MGYS00003488","metagenomic",,"ERR2241816",
"MGYA00211796","4.1","ERS2652976","MGYS00002961","metagenomic",,"ERR2739222",
"MGYA00147602","4.1","SRS1466816","MGYS00002210","metagenomic",,"SRR3586061",
"MGYA00222700","4.1","SRS2418817","MGYS00003194","metagenomic",,"SRR5918718",
"MGYA00221995","4.1","SRS2418063","MGYS00003194","metagenomic",,"SRR5917507",
"MGYA00153000","4.1","SRS2472279","MGYS00002301","metagenomic",,"SRR5983482",
"MGYA00222560","4.1","SRS2418811","MGYS00003194","metagenomic",,"SRR5918578",
"MGYA00221576","4.1","SRS2418139","MGYS00003194","metagenomic",,"SRR5917084",
"MGYA00245493","4.1","ERS2085203","MGYS00003488","metagenomic",,"ERR2241758",
"MGYA00211714","4.1","ERS2653047","MGYS00002961","metagenomic",,"ERR2739298",
"MGYA00211978","4.1","ERS2652989","MGYS00002961","metagenomic",,"ERR2738967",
"MGYA00223245","4.1","SRS2423094","MGYS00003194","metagenomic",,"SRR5924825",
"MGYA00211775","4.1","ERS2652927","MGYS00002961","metagenomic",,"ERR2738664",
"MGYA00166599","4.1","ERS2464043","MGYS00002388","metagenomic",,"ERR2560605",
"MGYA00232994","4.1","SRS3195051","MGYS00003194","metagenomic",,"SRR7595364",
"MGYA00157246","4.1","ERS1732962","MGYS00001311","metagenomic",,"ERR2505805",
"MGYA00232860","4.1","SRS3195068","MGYS00003194","metagenomic",,"SRR7595230",
"MGYA00211847","4.1","ERS2652944","MGYS00002961","metagenomic",,"ERR2738753",
"MGYA00245752","4.1","ERS2085278","MGYS00003488","metagenomic",,"ERR2245471",
"MGYA00211974","4.1","ERS2652928","MGYS00002961","metagenomic",,"ERR2738668",
"MGYA00245670","4.1","ERS2085380","MGYS00003488","metagenomic",,"ERR2241935",
"MGYA00211891","4.1","ERS2653053","MGYS00002961","metagenomic",,"ERR2739317",
"MGYA00151865","4.1","SRS511708","MGYS00001174","metagenomic",,"SRR1044017",
"MGYA00212254","4.1","ERS2652963","MGYS00002961","metagenomic",,"ERR2738861",
"MGYA00245568","4.1","ERS2085278","MGYS00003488","metagenomic",,"ERR2241833",
"MGYA00211926","4.1","ERS2653020","MGYS00002961","metagenomic",,"ERR2739125",
"MGYA00152980","4.1","SRS2472216","MGYS00002301","metagenomic",,"SRR5983326",
"MGYA00211828","4.1","ERS2653028","MGYS00002961","metagenomic",,"ERR2739149",
"MGYA00211701","4.1","ERS2653048","MGYS00002961","metagenomic",,"ERR2739301",
"MGYA00163080","4.1","ERS2379332","MGYS00002365","metagenomic",,"ERR2508275",
"MGYA00211517","4.1","ERS2653039","MGYS00002961","metagenomic",,"ERR2739272",
"MGYA00157247","4.1","ERS1444999","MGYS00001311","metagenomic",,"ERR1731833",
"MGYA00211763","4.1","ERS2653028","MGYS00002961","metagenomic",,"ERR2739150",
"MGYA00245414","4.1","ERS2085124","MGYS00003488","metagenomic",,"ERR2241679",
"MGYA00153124","4.1","SRS2472239","MGYS00002301","metagenomic",,"SRR5983301",
"MGYA00152989","4.1","SRS2472860","MGYS00002301","metagenomic",,"SRR5983418",
"MGYA00234629","4.1","SRS3194184","MGYS00003194","metagenomic",,"SRR7597297",
"MGYA00245585","4.1","ERS2085295","MGYS00003488","metagenomic",,"ERR2241850",
"MGYA00212291","4.1","ERS2652974","MGYS00002961","metagenomic",,"ERR2739216",
"MGYA00212079","4.1","ERS2652946","MGYS00002961","metagenomic",,"ERR2738764",
"MGYA00211479","4.1","ERS2652961","MGYS00002961","metagenomic",,"ERR2738852",
"MGYA00245408","4.1","ERS2085118","MGYS00003488","metagenomic",,"ERR2241673",
"MGYA00199247","4.1","ERS2509160","MGYS00002706","metagenomic",,"ERR2597461",
"MGYA00232840","4.1","SRS3195100","MGYS00003194","metagenomic",,"SRR7595210",
"MGYA00153076","4.1","SRS2472255","MGYS00002301","metagenomic",,"SRR5983284",
"MGYA00153085","4.1","SRS2441834","MGYS00002301","metagenomic",,"SRR5947876",
"MGYA00166667","4.1","ERS2464053","MGYS00002388","metagenomic",,"ERR2560635",
"MGYA00212244","4.1","ERS2653069","MGYS00002961","metagenomic",,"ERR2739370",
"MGYA00153170","4.1","SRS115002","MGYS00000296","metagenomic",,"SRR066139",
"MGYA00212211","4.1","ERS2653064","MGYS00002961","metagenomic",,"ERR2739350",
"MGYA00245563","4.1","ERS2085273","MGYS00003488","metagenomic",,"ERR2241828",
"MGYA00212223","4.1","ERS2652972","MGYS00002961","metagenomic",,"ERR2739210",
"MGYA00147674","4.1","SRS1466819","MGYS00002210","metagenomic",,"SRR3586066",
"MGYA00222045","4.1","SRS2418083","MGYS00003194","metagenomic",,"SRR5917557",
"MGYA00211724","4.1","ERS2653026","MGYS00002961","metagenomic",,"ERR2739142",
"MGYA00245739","4.1","ERS2085237","MGYS00003488","metagenomic",,"ERR2245458",
"MGYA00166627","4.1","ERS2464037","MGYS00002388","metagenomic",,"ERR2560586",
"MGYA00147330","4.1","ERS2071019","MGYS00001172","metagenomic",,"ERR2234939",
"MGYA00211696","4.1","ERS2653024","MGYS00002961","metagenomic",,"ERR2739131",
"MGYA00245446","4.1","ERS2085156","MGYS00003488","metagenomic",,"ERR2241711",
"MGYA00199129","4.1","ERS2509196","MGYS00002706","metagenomic",,"ERR2597497",
"MGYA00199092","4.1","ERS2509086","MGYS00002706","metagenomic",,"ERR2597387",
"MGYA00212257","4.1","ERS2652992","MGYS00002961","metagenomic",,"ERR2738983",
"MGYA00234837","4.1","SRS3194173","MGYS00003194","metagenomic",,"SRR7597505",
"MGYA00211582","4.1","ERS2652945","MGYS00002961","metagenomic",,"ERR2738756",
"MGYA00199159","4.1","ERS2509237","MGYS00002706","metagenomic",,"ERR2597538",
"MGYA00245525","4.1","ERS2085235","MGYS00003488","metagenomic",,"ERR2241790",
"MGYA00211995","4.1","ERS2652989","MGYS00002961","metagenomic",,"ERR2738966",
"MGYA00221793","4.1","SRS2418137","MGYS00003194","metagenomic",,"SRR5917301",
"MGYA00212241","4.1","ERS2652991","MGYS00002961","metagenomic",,"ERR2738978",
"MGYA00199128","4.1","ERS2509108","MGYS00002706","metagenomic",,"ERR2597409",
"MGYA00222274","4.1","SRS2418218","MGYS00003194","metagenomic",,"SRR5917786",
"MGYA00234615","4.1","SRS3194097","MGYS00003194","metagenomic",,"SRR7597283",
"MGYA00199256","4.1","ERS2509120","MGYS00002706","metagenomic",,"ERR2597421",
"MGYA00234580","4.1","SRS3194195","MGYS00003194","metagenomic",,"SRR7597248",
"MGYA00242260","4.1","SRS2531760","MGYS00003475","metagenomic",,"SRR6060205",
"MGYA00218225","4.1","ERS2765169","MGYS00003179","metagenomic",,"ERR2815336",
"MGYA00234672","4.1","SRS3194166","MGYS00003194","metagenomic",,"SRR7597340",
"MGYA00211606","4.1","ERS2652987","MGYS00002961","metagenomic",,"ERR2738955",
"MGYA00212261","4.1","ERS2652947","MGYS00002961","metagenomic",,"ERR2738770",
"MGYA00218240","4.1","ERS2765163","MGYS00003179","metagenomic",,"ERR2815330",
"MGYA00152965","4.1","SRS2472247","MGYS00002301","metagenomic",,"SRR5983292",
"MGYA00242252","4.1","SRS2531768","MGYS00003475","metagenomic",,"SRR6060197",
"MGYA00211679","4.1","ERS2652995","MGYS00002961","metagenomic",,"ERR2739000",
"MGYA00245703","4.1","ERS2085413","MGYS00003488","metagenomic",,"ERR2241968",
"MGYA00212287","4.1","ERS2653014","MGYS00002961","metagenomic",,"ERR2739113",
"MGYA00211946","4.1","ERS2653043","MGYS00002961","metagenomic",,"ERR2739287",
"MGYA00223090","4.1","SRS2422991","MGYS00003194","metagenomic",,"SRR5924670",
"MGYA00209980","4.1","ERS2678718","MGYS00002902","metagenomic",,"ERR2756779",
"MGYA00211716","4.1","ERS2652992","MGYS00002961","metagenomic",,"ERR2738982",
"MGYA00211964","4.1","ERS2653016","MGYS00002961","metagenomic",,"ERR2739225",
"MGYA00245527","4.1","ERS2085237","MGYS00003488","metagenomic",,"ERR2241792",
"MGYA00242258","4.1","SRS2531762","MGYS00003475","metagenomic",,"SRR6060203",
"MGYA00219866","4.1","SRS2409074","MGYS00003194","metagenomic",,"SRR5902493",
"MGYA00199268","4.1","ERS2509070","MGYS00002706","metagenomic",,"ERR2597371",
"MGYA00166540","4.1","ERS2464065","MGYS00002388","metagenomic",,"ERR2560670",
"MGYA00222432","4.1","SRS2418863","MGYS00003194","metagenomic",,"SRR5918450",
"MGYA00222741","4.1","SRS2418827","MGYS00003194","metagenomic",,"SRR5918759",
"MGYA00234693","4.1","SRS3194160","MGYS00003194","metagenomic",,"SRR7597361",
"MGYA00245402","4.1","ERS2085112","MGYS00003488","metagenomic",,"ERR2241667",
"MGYA00152911","4.1","SRS2441864","MGYS00002301","metagenomic",,"SRR5947846",
"MGYA00157143","4.1","ERS1705664","MGYS00001311","metagenomic",,"ERR2455401",
"MGYA00166581","4.1","ERS2464036","MGYS00002388","metagenomic",,"ERR2560584",
"MGYA00211902","4.1","ERS2653025","MGYS00002961","metagenomic",,"ERR2739138",
"MGYA00219949","4.1","SRS2417622","MGYS00003194","metagenomic",,"SRR5914958",
"MGYA00223264","4.1","SRS2423090","MGYS00003194","metagenomic",,"SRR5924844",
"MGYA00245456","4.1","ERS2085166","MGYS00003488","metagenomic",,"ERR2241721",
"MGYA00221184","4.1","SRS2417924","MGYS00003194","metagenomic",,"SRR5916691",
"MGYA00211922","4.1","ERS2652936","MGYS00002961","metagenomic",,"ERR2738711",
"MGYA00211673","4.1","ERS2653052","MGYS00002961","metagenomic",,"ERR2739315",
"MGYA00211782","4.1","ERS2652929","MGYS00002961","metagenomic",,"ERR2738671",
"MGYA00152963","4.1","SRS2472250","MGYS00002301","metagenomic",,"SRR5983289",
"MGYA00222568","4.1","SRS2418889","MGYS00003194","metagenomic",,"SRR5918586",
"MGYA00212206","4.1","ERS2653077","MGYS00002961","metagenomic",,"ERR2739396",
"MGYA00225068","4.1","SRS2417617","MGYS00003194","metagenomic",,"SRR6403647",
"MGYA00211726","4.1","ERS2653074","MGYS00002961","metagenomic",,"ERR2739384",
"MGYA00212074","4.1","ERS2653076","MGYS00002961","metagenomic",,"ERR2739395",
"MGYA00211883","4.1","ERS2652917","MGYS00002961","metagenomic",,"ERR2738626",
"MGYA00211963","4.1","ERS2652997","MGYS00002961","metagenomic",,"ERR2739015",
"MGYA00245473","4.1","ERS2085183","MGYS00003488","metagenomic",,"ERR2241738",
"MGYA00245711","4.1","ERS2085421","MGYS00003488","metagenomic",,"ERR2241976",
"MGYA00245458","4.1","ERS2085168","MGYS00003488","metagenomic",,"ERR2241723",
"MGYA00245676","4.1","ERS2085386","MGYS00003488","metagenomic",,"ERR2241941",
"MGYA00157224","4.1","ERS1732967","MGYS00001311","metagenomic",,"ERR2505808",
"MGYA00153151","4.1","SRS2472221","MGYS00002301","metagenomic",,"SRR5983320",
"MGYA00152923","4.1","SRS2472173","MGYS00002301","metagenomic",,"SRR5983401",
"MGYA00153178","4.1","SRS190976","MGYS00000296","metagenomic",,"SRR192557",
"MGYA00245576","4.1","ERS2085286","MGYS00003488","metagenomic",,"ERR2241841",
"MGYA00245504","4.1","ERS2085214","MGYS00003488","metagenomic",,"ERR2241769",
"MGYA00242253","4.1","SRS2531767","MGYS00003475","metagenomic",,"SRR6060198",
"MGYA00234906","4.1","SRS3195189","MGYS00003194","metagenomic",,"SRR7597574",
"MGYA00222672","4.1","SRS2418808","MGYS00003194","metagenomic",,"SRR5918690",
"MGYA00236403","4.1","SRS3194133","MGYS00003194","metagenomic",,"SRR7599149",
"MGYA00211481","4.1","ERS2652943","MGYS00002961","metagenomic",,"ERR2738751",
"MGYA00211565","4.1","ERS2652962","MGYS00002961","metagenomic",,"ERR2738854",
"MGYA00211838","4.1","ERS2652929","MGYS00002961","metagenomic",,"ERR2738674",
"MGYA00212207","4.1","ERS2653063","MGYS00002961","metagenomic",,"ERR2739348",
"MGYA00199104","4.1","ERS2509216","MGYS00002706","metagenomic",,"ERR2597517",
"MGYA00224969","4.1","SRS2417529","MGYS00003194","metagenomic",,"SRR6403548",
"MGYA00245436","4.1","ERS2085146","MGYS00003488","metagenomic",,"ERR2241701",
"MGYA00222194","4.1","SRS2418182","MGYS00003194","metagenomic",,"SRR5917706",
"MGYA00166635","4.1","ERS2464070","MGYS00002388","metagenomic",,"ERR2560686",
"MGYA00212277","4.1","ERS2652979","MGYS00002961","metagenomic",,"ERR2738910",
"MGYA00166547","4.1","ERS2464045","MGYS00002388","metagenomic",,"ERR2560611",
"MGYA00222332","4.1","SRS2418233","MGYS00003194","metagenomic",,"SRR5917844",
"MGYA00245582","4.1","ERS2085292","MGYS00003488","metagenomic",,"ERR2241847",
"MGYA00245410","4.1","ERS2085120","MGYS00003488","metagenomic",,"ERR2241675",
"MGYA00211660","4.1","ERS2652947","MGYS00002961","metagenomic",,"ERR2738767",
"MGYA00199073","4.1","ERS2509058","MGYS00002706","metagenomic",,"ERR2597359",
"MGYA00221414","4.1","SRS2417974","MGYS00003194","metagenomic",,"SRR5916921",
"MGYA00211792","4.1","ERS2653042","MGYS00002961","metagenomic",,"ERR2739284",
"MGYA00245740","4.1","ERS2085238","MGYS00003488","metagenomic",,"ERR2245459",
"MGYA00163052","4.1","ERS1996200","MGYS00001935","metagenomic",,"ERR2196984",
"MGYA00221712","4.1","SRS2418118","MGYS00003194","metagenomic",,"SRR5917220",
"MGYA00153147","4.1","SRS2472220","MGYS00002301","metagenomic",,"SRR5983319",
"MGYA00220808","4.1","SRS2417684","MGYS00003194","metagenomic",,"SRR5915817",
"MGYA00166546","4.1","ERS2464046","MGYS00002388","metagenomic",,"ERR2560614",
"MGYA00153109","4.1","SRS2472266","MGYS00002301","metagenomic",,"SRR5983273",
"MGYA00153154","4.1","SRS2472188","MGYS00002301","metagenomic",,"SRR5983380",
"MGYA00212076","4.1","ERS2652916","MGYS00002961","metagenomic",,"ERR2738624",
"MGYA00245375","4.1","ERS2085085","MGYS00003488","metagenomic",,"ERR2241640",
"MGYA00245593","4.1","ERS2085303","MGYS00003488","metagenomic",,"ERR2241858",
"MGYA00166550","4.1","ERS2464073","MGYS00002388","metagenomic",,"ERR2560695",
"MGYA00245570","4.1","ERS2085280","MGYS00003488","metagenomic",,"ERR2241835",
"MGYA00157242","4.1","ERS1444893","MGYS00001311","metagenomic",,"ERR1731828",
"MGYA00222680","4.1","SRS2418809","MGYS00003194","metagenomic",,"SRR5918698",
"MGYA00211637","4.1","ERS2652960","MGYS00002961","metagenomic",,"ERR2738843",
"MGYA00245667","4.1","ERS2085377","MGYS00003488","metagenomic",,"ERR2241932",
"MGYA00199118","4.1","ERS2509111","MGYS00002706","metagenomic",,"ERR2597412",
"MGYA00245374","4.1","ERS2085084","MGYS00003488","metagenomic",,"ERR2241639",
"MGYA00234622","4.1","SRS3194129","MGYS00003194","metagenomic",,"SRR7597290",
"MGYA00212026","4.1","ERS2652946","MGYS00002961","metagenomic",,"ERR2738763",
"MGYA00245470","4.1","ERS2085180","MGYS00003488","metagenomic",,"ERR2241735",
"MGYA00211768","4.1","ERS2653068","MGYS00002961","metagenomic",,"ERR2739366",
"MGYA00199223","4.1","ERS2509036","MGYS00002706","metagenomic",,"ERR2597337",
"MGYA00211557","4.1","ERS2652904","MGYS00002961","metagenomic",,"ERR2738587",
"MGYA00153159","4.1","SRS2472377","MGYS00002301","metagenomic",,"SRR5983327",
"MGYA00199058","4.1","ERS2509049","MGYS00002706","metagenomic",,"ERR2597350",
"MGYA00212101","4.1","ERS2652923","MGYS00002961","metagenomic",,"ERR2738650",
"MGYA00211593","4.1","ERS2652904","MGYS00002961","metagenomic",,"ERR2738585",
"MGYA00151866","4.1","SRS511706","MGYS00001174","metagenomic",,"SRR1044006",
"MGYA00245644","4.1","ERS2085354","MGYS00003488","metagenomic",,"ERR2241909",
"MGYA00211856","4.1","ERS2652912","MGYS00002961","metagenomic",,"ERR2738611",
"MGYA00245423","4.1","ERS2085133","MGYS00003488","metagenomic",,"ERR2241688",
"MGYA00157225","4.1","ERS1732944","MGYS00001311","metagenomic",,"ERR2505806",
"MGYA00219784","4.1","SRS2409042","MGYS00003194","metagenomic",,"SRR5902411",
"MGYA00153050","4.1","SRS2472199","MGYS00002301","metagenomic",,"SRR5983363",
"MGYA00152943","4.1","SRS2441872","MGYS00002301","metagenomic",,"SRR5947838",
"MGYA00223014","4.1","SRS2423022","MGYS00003194","metagenomic",,"SRR5924594",
"MGYA00233014","4.1","SRS3195108","MGYS00003194","metagenomic",,"SRR7595384",
"MGYA00152891","4.1","SRS2472301","MGYS00002301","metagenomic",,"SRR5983460",
"MGYA00212181","4.1","ERS2652909","MGYS00002961","metagenomic",,"ERR2738600",
"MGYA00211921","4.1","ERS2653015","MGYS00002961","metagenomic",,"ERR2739121",
"MGYA00212216","4.1","ERS2652971","MGYS00002961","metagenomic",,"ERR2739206",
"MGYA00153100","4.1","SRS2472245","MGYS00002301","metagenomic",,"SRR5983294",
"MGYA00221658","4.1","SRS2418151","MGYS00003194","metagenomic",,"SRR5917166",
"MGYA00153007","4.1","SRS2441887","MGYS00002301","metagenomic",,"SRR5947823",
"MGYA00236523","4.1","SRS3194084","MGYS00003194","metagenomic",,"SRR7599269",
"MGYA00152862","4.1","SRS2472242","MGYS00002301","metagenomic",,"SRR5983298",
"MGYA00157236","4.1","ERS1705582","MGYS00001311","metagenomic",,"ERR1956863",
"MGYA00245765","4.1","ERS2085317","MGYS00003488","metagenomic",,"ERR2245484",
"MGYA00199168","4.1","ERS2509124","MGYS00002706","metagenomic",,"ERR2597425",
"MGYA00152958","4.1","SRS2472291","MGYS00002301","metagenomic",,"SRR5983470",
"MGYA00212263","4.1","ERS2652911","MGYS00002961","metagenomic",,"ERR2738608",
"MGYA00162827","4.1","ERS1871405","MGYS00001935","metagenomic",,"ERR2098389",
"MGYA00152896","4.1","SRS2441831","MGYS00002301","metagenomic",,"SRR5947878",
